276,43
3160,56
670,73
1600,67
27510,76
8030,72
18720,78
24710,77
800,60
3640,67
1330,71
270,49
19380,78
4160,72
620,70
1910,69
3250,70
29890,75
790,63
13580,77
26980,76
100,47
20580,76
24990,78
3490,53
8210,77
4120,69
340,59
980,62
1165,59
1957,67
14710,76
19020,78
39640,80
1110,68
3320,73
31250,78
13340,76
24000,77
2310,66
2790,72
9740,75
1480,69
2240,65
180,40
26730,76
227,51
23750,78
40630,78
180,46
2740,69
1820,68
1630,68
5170,72
3020,72
